Question,Answer,File,URL
How can users share their own examples of creating well-being in learning environments?,"- Sign up for the newsletter
- Share their own example of creating well-being in learning environments
- Share their story of supporting student well-being in teaching practice",0_8_10,https://www.sfu.ca/content/sfu/healthycampuscommunity/learningenvironments/resource-library/resources/pronoun-etiquette.html
Does Simon Fraser University have a newsletter that users can sign up for?,Yes.,0_8_10,https://www.sfu.ca/content/sfu/healthycampuscommunity/learningenvironments/resource-library/resources/pronoun-etiquette.html
How does Simon Fraser University support student well-being?,"- By supporting the declaration of self-identified pronouns in a ""pronoun round"" at the beginning of the semester
- By creating an inclusive classroom environment
- By acknowledging the indigenous peoples on whose traditional territories the campuses reside",0_8_10,https://www.sfu.ca/content/sfu/healthycampuscommunity/learningenvironments/resource-library/resources/pronoun-etiquette.html
What are the Terms & Conditions and Privacy Policy of Simon Fraser University?,"Terms & Conditions
Privacy policy
© Simon Fraser University",0_8_10,https://www.sfu.ca/content/sfu/healthycampuscommunity/learningenvironments/resource-library/resources/pronoun-etiquette.html
How can I sign up for the newsletter to receive updates on creating well-being in learning environments?,You can sign up for the newsletter by visiting the website of Simon Fraser University.,0_8_11,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/practices-that-support-student-well-being-in-remote.html
In what ways can I incorporate these activities into my teaching practice to support student well-being?,"- Spend 5-10 minutes of each class to introduce tools and topics related to well-being
- Introduce resources to enhance time management skills
- Create due date flexibility for assignments to reduce stress
- Create opportunities for social connection and a sense of belonging
- Contribute to a positive classroom culture",0_8_11,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/practices-that-support-student-well-being-in-remote.html
"How can I adapt these activities for different teaching platforms, such as asynchronous or in-person teaching?","- These activities were embedded in a synchronous Faculty of Applied Sciences class on Zoom and asynchronously on Canvas. These can be easily adapted to other teaching platforms, such as asynchronous or in-person teaching",0_8_11,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/practices-that-support-student-well-being-in-remote.html
What are some examples of resources that can enhance time management skills in a learning environment?,"1. Introduce resources to enhance time management skills
2. Create due date flexibility for assignments to reduce stress",0_8_11,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/practices-that-support-student-well-being-in-remote.html
How can I create opportunities for social connection and a sense of belonging in my classroom?,"1. Introduce resources to enhance time management skills 
2. Create due date flexibility for assignments to reduce stress 
3. Create opportunities for social connection and a sense of belonging 
4. Contribute to a positive classroom culture",0_8_11,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/practices-that-support-student-well-being-in-remote.html
Can you provide more information on the positive responses from students regarding the effectiveness of measures taken for promoting well-being?,Students shared positive responses on the effectiveness of measures taken throughout the semester towards promotion of well-being in their learning experience.,0_8_11,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/practices-that-support-student-well-being-in-remote.html
What are some specific strategies for contributing to a positive classroom culture?,"1. Introduce resources to enhance time management skills
2. Create due date flexibility for assignments to reduce stress
3. Create opportunities for social connection and a sense of belonging
4. Contribute to a positive classroom culture",0_8_11,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/practices-that-support-student-well-being-in-remote.html
How can due date flexibility for assignments be implemented to reduce student stress?,"1. Create clear and transparent communication about assignment deadlines
2. Offer extensions or alternative due dates upon request
3. Provide a grace period for late submissions
4. Allow for self-paced learning with flexible assignment deadlines",0_8_11,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/practices-that-support-student-well-being-in-remote.html
How can I show students that I care and support their well-being and success in learning?,"1. Spend 5-10 minutes of each class to introduce tools and topics related to well-being
2. Download PDF version
3. Introduce resources to enhance time management skills
4. Create due date flexibility for assignments to reduce stress
5. Create opportunities for social connection and a sense of belonging
6. Contribute to a positive classroom culture
7. Embed well-being in online or remote environments",0_8_11,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/practices-that-support-student-well-being-in-remote.html
Can you provide more information on the traditional territories that Simon Fraser University acknowledges?,"Simon Fraser University respectfully acknowledges the xʷməθkʷəy̓əm (Musqueam), Sḵwx̱wú7mesh Úxwumixw (Squamish), səlilwətaɬ (Tsleil-Waututh), q̓íc̓əy̓ (Katzie), kʷikʷəƛ̓əm (Kwikwetlem), Qayqayt, Kwantlen, Semiahmoo and Tsawwassen peoples on whose unceded traditional territories our three campuses reside.",0_8_11,https://www.sfu.ca/healthycampuscommunity/learningenvironments/resource-library/resources/practices-that-support-student-well-being-in-remote.html
How can instructors support student well-being in remote learning environments?,"- Offer flexible deadlines for assignments
- Facilitate a Class Check In Activity
- Connect with students and show empathy and kindness
- Download and use PowerPoint slides to promote well-being
- Provide additional time for students to access and understand technology
- Ask for student feedback on their learning experience
- Offer the Reality Check Reflection Tool
- Use the In the News Activity
- Have guest lectures and opportunities for students to learn about the field
- Identify one small thing each day that supports well-being and brings joy
- Collaborate with SFU Health Promotion and Centre for Educational Excellence for support",0_8_12,https://www.sfu.ca/content/sfu/healthycampuscommunity/learningenvironments/resource-library/resources/embed-well-being-remotely.html
What are some practical tips and strategies for fostering health and well-being in learning environments?,"- Offer flexible deadlines for assignments
- Facilitate a Class Check In Activity
- Connect with students and show empathy
- Provide additional time for students to access and understand technology
- Ask students for feedback on their overall learning experience
- Use the Reality Check Reflection Tool
- Encourage Group-generated Study Guide
- Use the In the News Activity
- Have guest lectures and other learning opportunities
- Identify one small thing each day that supports well-being and brings joy",0_8_12,https://www.sfu.ca/content/sfu/healthycampuscommunity/learningenvironments/resource-library/resources/embed-well-being-remotely.html
How can flexible deadlines for assignments help empower students during challenging times?,"Flexible deadlines for assignments can offer compassion and empowerment to students, particularly when so much is out of their control. It allows students to manage their time effectively, reduces stress and anxiety, and accommodates individual circumstances or challenges they may be facing. This flexibility can also help students maintain a sense of control over their learning, leading to increased motivation, engagement, and overall well-being.",0_8_12,https://www.sfu.ca/content/sfu/healthycampuscommunity/learningenvironments/resource-library/resources/embed-well-being-remotely.html
What resources are available to enhance accessibility in online learning environments?,"- Explore the Centre for Accessible Learning’s Top Ten Tips to Making Online Learning Accessible
- Use the accessibility guide for more ideas to enhance accessibility in your learning environment
- Consult the Centre for Accessible Learning’s FAQ page for information regarding student accessibility needs",0_8_12,https://www.sfu.ca/content/sfu/healthycampuscommunity/learningenvironments/resource-library/resources/embed-well-being-remotely.html
How can instructors foster social connection among students despite physical distancing?,"Facilitate a Class Check In Activity
Encourage students to study with classmates virtually
Create Class Guidelines for Working Together
Connect with students and show empathy and kindness
Encourage students to stay in touch with friends and family",0_8_12,https://www.sfu.ca/content/sfu/healthycampuscommunity/learningenvironments/resource-library/resources/embed-well-being-remotely.html
What are some ways to connect with students and show empathy and kindness in a remote learning setting?,"- Facilitate a Class Check In Activity
- Connecting with students through email, announcements, or Canvas
- Create Class Guidelines for Working Together
- Share resources and events from Health & Counselling Services
- Provide additional time for students to understand technology
- Ask for feedback on overall learning experience
- Offer Reality Check Reflection Tool
- Encourage Group-generated Study Guide
- Use the In the News Activity
- Have guest lectures and opportunities for students to see coursework in practice
- Identify small things to support well-being and joy
- Consult with Health Promotion team and Centre for Educational Excellence
- Acknowledge traditional territories
- Offer Employee and Family Assistance Plan for counseling support",0_8_12,https://www.sfu.ca/content/sfu/healthycampuscommunity/learningenvironments/resource-library/resources/embed-well-being-remotely.html
